primary_label,latitude,longitude,scientific_name,region,amount_of_samples
saffin,-22.193127,-63.94455,Sicalis flaveola,Latin America,32
saffin,-30.2037,-57.5145,Sicalis flaveola,Latin America,32
saffin,-32.8606,-60.6486,Sicalis flaveola,Latin America,32
saffin,-25.5163,-54.5854,Sicalis flaveola,Latin America,32
saffin,-32.8606,-60.6486,Sicalis flaveola,Latin America,32
saffin,-28.1498,-55.8401,Sicalis flaveola,Latin America,32
saffin,-30.1834,-57.4501,Sicalis flaveola,Latin America,32
saffin,-30.1834,-57.4501,Sicalis flaveola,Latin America,32
shicow,-34.854,-58.523,Molothrus bonariensis,Latin America,20
shicow,-24.683,-65.406,Molothrus bonariensis,Latin America,20
shicow,-33.4333,-70.5968,Molothrus bonariensis,Latin America,20
shicow,-21.05,-56.563,Molothrus bonariensis,Latin America,20
shicow,-33.4306,-70.5414,Molothrus bonariensis,Latin America,20
shicow,-33.4306,-70.5414,Molothrus bonariensis,Latin America,20
shicow,-33.4306,-70.5414,Molothrus bonariensis,Latin America,20
shicow,-22.193127,-63.94455,Molothrus bonariensis,Latin America,20
shicow,-34.234167,-58.886111,Molothrus bonariensis,Latin America,20
shicow,-33.4405,-70.6376,Molothrus bonariensis,Latin America,20
shicow,-33.4719,-70.5628,Molothrus bonariensis,Latin America,20
sobtyr1,-24.683,-65.406,Camptostoma obsoletum,Latin America,19
sobtyr1,-24.683,-65.406,Camptostoma obsoletum,Latin America,19
sobtyr1,-26.3247,-53.2885,Camptostoma obsoletum,Latin America,19
sobtyr1,-26.3247,-53.2885,Camptostoma obsoletum,Latin America,19
sobtyr1,-31.4503,-57.9801,Camptostoma obsoletum,Latin America,19
sobtyr1,-32.144,-53.728,Camptostoma obsoletum,Latin America,19
sobtyr1,-32.8606,-60.6486,Camptostoma obsoletum,Latin America,19
sobtyr1,-32.8606,-60.6486,Camptostoma obsoletum,Latin America,19
sobtyr1,-26.9334,-54.2167,Camptostoma obsoletum,Latin America,19
sobtyr1,-22.193127,-63.94455,Camptostoma obsoletum,Latin America,19
sobtyr1,-23.1135,-59.3311,Camptostoma obsoletum,Latin America,19
sobtyr1,-21.8035,-60.2269,Camptostoma obsoletum,Latin America,19
soulap1,-24.683,-65.406,Vanellus chilensis,Latin America,40
soulap1,-24.683,-65.406,Vanellus chilensis,Latin America,40
soulap1,-20.4554,-54.5798,Vanellus chilensis,Latin America,40
soulap1,-32.8606,-60.6486,Vanellus chilensis,Latin America,40
soulap1,-24.765,-65.309,Vanellus chilensis,Latin America,40
soulap1,-34.9612,-70.4317,Vanellus chilensis,Latin America,40
soulap1,-33.7738,-70.1689,Vanellus chilensis,Latin America,40
soulap1,-33.7738,-70.1689,Vanellus chilensis,Latin America,40
soulap1,-24.1583,-65.3654,Vanellus chilensis,Latin America,40
soulap1,-41.0992,-71.4433,Vanellus chilensis,Latin America,40
soulap1,-41.0992,-71.4433,Vanellus chilensis,Latin America,40
soulap1,-44.8004,-65.7095,Vanellus chilensis,Latin America,40
soulap1,-44.8004,-65.7095,Vanellus chilensis,Latin America,40
soulap1,-45.5994,-69.0835,Vanellus chilensis,Latin America,40
soulap1,-32.5664,-69.3409,Vanellus chilensis,Latin America,40
soulap1,-41.0534,-71.4732,Vanellus chilensis,Latin America,40
soulap1,-40.6656,-71.3585,Vanellus chilensis,Latin America,40
soulap1,-36.4001,-56.9167,Vanellus chilensis,Latin America,40
soulap1,-50.5001,-72.7501,Vanellus chilensis,Latin America,40
soulap1,-33.2051,-70.788,Vanellus chilensis,Latin America,40
soulap1,-33.2051,-70.788,Vanellus chilensis,Latin America,40
soulap1,-33.2051,-70.788,Vanellus chilensis,Latin America,40
soulap1,-50.3334,-72.2834,Vanellus chilensis,Latin America,40
soulap1,-33.2051,-70.788,Vanellus chilensis,Latin America,40
soulap1,-22.193127,-63.94455,Vanellus chilensis,Latin America,40
soulap1,-50.325,-72.265,Vanellus chilensis,Latin America,40
soulap1,-41.5077,-72.7719,Vanellus chilensis,Latin America,40
soulap1,-41.4873,-72.9031,Vanellus chilensis,Latin America,40
soulap1,-41.4915,-72.82,Vanellus chilensis,Latin America,40
soulap1,-40.1508,-71.3279,Vanellus chilensis,Latin America,40
soulap1,-41.4829,-72.847,Vanellus chilensis,Latin America,40
soulap1,-41.4829,-72.847,Vanellus chilensis,Latin America,40
soulap1,-41.4829,-72.847,Vanellus chilensis,Latin America,40
soulap1,-30.8882,-58.4782,Vanellus chilensis,Latin America,40
soulap1,-23.1135,-59.3311,Vanellus chilensis,Latin America,40
squcuc1,-31.3708,-57.9795,Piaya cayana,Latin America,15
squcuc1,-31.3708,-57.9795,Piaya cayana,Latin America,15
squcuc1,-31.6832,-53.7472,Piaya cayana,Latin America,15
squcuc1,-27.6124,-55.3127,Piaya cayana,Latin America,15
squcuc1,-25.5163,-54.5854,Piaya cayana,Latin America,15
squcuc1,-27.4284,-56.7524,Piaya cayana,Latin America,15
squcuc1,-25.716791,-54.414597,Piaya cayana,Latin America,15
squcuc1,-25.716791,-54.414597,Piaya cayana,Latin America,15
squcuc1,-22.193127,-63.94455,Piaya cayana,Latin America,15
squcuc1,-22.193127,-63.94455,Piaya cayana,Latin America,15
squcuc1,-22.193127,-63.94455,Piaya cayana,Latin America,15
strcuc1,-34.904,-55.008,Tapera naevia,Latin America,19
strcuc1,-26.3247,-53.2885,Tapera naevia,Latin America,19
strcuc1,-26.3247,-53.2885,Tapera naevia,Latin America,19
strcuc1,-31.35,-57.981,Tapera naevia,Latin America,19
strcuc1,-27.383,-55.9577,Tapera naevia,Latin America,19
strcuc1,-27.383,-55.9577,Tapera naevia,Latin America,19
strcuc1,-30.0234,-64.6387,Tapera naevia,Latin America,19
strcuc1,-26.7966,-59.6056,Tapera naevia,Latin America,19
strcuc1,-24.1532,-65.3694,Tapera naevia,Latin America,19
strcuc1,-24.1583,-65.3654,Tapera naevia,Latin America,19
strcuc1,-23.9965,-64.2599,Tapera naevia,Latin America,19
strcuc1,-24.6783,-65.4158,Tapera naevia,Latin America,19
strcuc1,-25.5524,-54.5664,Tapera naevia,Latin America,19
strfly1,-31.35,-57.981,Myiodynastes maculatus,Latin America,28
strfly1,-22.0403,-64.5584,Myiodynastes maculatus,Latin America,28
strfly1,-22.0403,-64.5584,Myiodynastes maculatus,Latin America,28
strfly1,-32.1384,-53.7299,Myiodynastes maculatus,Latin America,28
strfly1,-31.352,-57.9785,Myiodynastes maculatus,Latin America,28
strfly1,-23.6667,-64.9334,Myiodynastes maculatus,Latin America,28
strfly1,-23.758,-64.851,Myiodynastes maculatus,Latin America,28
strfly1,-23.758,-64.851,Myiodynastes maculatus,Latin America,28
strfly1,-23.758,-64.851,Myiodynastes maculatus,Latin America,28
strfly1,-31.352,-57.9785,Myiodynastes maculatus,Latin America,28
strfly1,-24.683,-65.406,Myiodynastes maculatus,Latin America,28
strfly1,-34.5385,-58.4437,Myiodynastes maculatus,Latin America,28
strfly1,-24.845,-65.176,Myiodynastes maculatus,Latin America,28
strfly1,-24.845,-65.176,Myiodynastes maculatus,Latin America,28
strfly1,-27.5075,-56.8536,Myiodynastes maculatus,Latin America,28
strfly1,-24.9996,-64.5929,Myiodynastes maculatus,Latin America,28
strfly1,-28.1737,-55.6506,Myiodynastes maculatus,Latin America,28
strfly1,-24.242,-64.15,Myiodynastes maculatus,Latin America,28
strfly1,-34.234167,-58.886111,Myiodynastes maculatus,Latin America,28
strfly1,-34.234167,-58.886111,Myiodynastes maculatus,Latin America,28
strfly1,-22.193127,-63.94455,Myiodynastes maculatus,Latin America,28
strfly1,-34.234167,-58.886111,Myiodynastes maculatus,Latin America,28
strfly1,-23.6716,-64.8668,Myiodynastes maculatus,Latin America,28
strfly1,-22.7115,-57.3789,Myiodynastes maculatus,Latin America,28
strfly1,-22.7115,-57.3789,Myiodynastes maculatus,Latin America,28
trokin,-31.4503,-57.9801,Tyrannus melancholicus,Latin America,14
trokin,-32.213,-64.4245,Tyrannus melancholicus,Latin America,14
trokin,-23.758,-64.851,Tyrannus melancholicus,Latin America,14
trokin,-24.173,-65.3071,Tyrannus melancholicus,Latin America,14
trokin,-34.234167,-58.886111,Tyrannus melancholicus,Latin America,14
trokin,-32.8606,-60.6486,Tyrannus melancholicus,Latin America,14
trokin,-32.6226,-60.1614,Tyrannus melancholicus,Latin America,14
trokin,-32.2341,-58.1302,Tyrannus melancholicus,Latin America,14
tropar,-22.051,-63.71,Setophaga pitiayumi,Latin America,22
tropar,-20.8334,-64.3334,Setophaga pitiayumi,Latin America,22
tropar,-22.0409,-64.4387,Setophaga pitiayumi,Latin America,22
tropar,-31.1482,-55.9024,Setophaga pitiayumi,Latin America,22
tropar,-31.335,-56.755,Setophaga pitiayumi,Latin America,22
tropar,-24.665,-65.377,Setophaga pitiayumi,Latin America,22
tropar,-26.895,-59.0177,Setophaga pitiayumi,Latin America,22
tropar,-23.6834,-64.8834,Setophaga pitiayumi,Latin America,22
tropar,-23.758,-64.851,Setophaga pitiayumi,Latin America,22
tropar,-28.5332,-57.167,Setophaga pitiayumi,Latin America,22
tropar,-27.5442,-56.6703,Setophaga pitiayumi,Latin America,22
tropar,-25.5163,-54.5854,Setophaga pitiayumi,Latin America,22
tropar,-27.8667,-65.7167,Setophaga pitiayumi,Latin America,22
tropar,-23.7288,-64.8495,Setophaga pitiayumi,Latin America,22
tropar,-22.193127,-63.94455,Setophaga pitiayumi,Latin America,22
tropar,-22.193127,-63.94455,Setophaga pitiayumi,Latin America,22
tropar,-25.8667,-54.1667,Setophaga pitiayumi,Latin America,22
tropar,-25.0719,-58.141,Setophaga pitiayumi,Latin America,22
whtdov,-24.683,-65.406,Leptotila verreauxi,Latin America,20
whtdov,-34.6079,-58.3499,Leptotila verreauxi,Latin America,20
whtdov,-22.0409,-64.4387,Leptotila verreauxi,Latin America,20
whtdov,-20.2209,-56.5751,Leptotila verreauxi,Latin America,20
whtdov,-31.4503,-57.9801,Leptotila verreauxi,Latin America,20
whtdov,-24.683,-65.406,Leptotila verreauxi,Latin America,20
whtdov,-32.8606,-60.6486,Leptotila verreauxi,Latin America,20
whtdov,-25.8667,-54.1667,Leptotila verreauxi,Latin America,20
whtdov,-34.234167,-58.886111,Leptotila verreauxi,Latin America,20
whtdov,-22.193127,-63.94455,Leptotila verreauxi,Latin America,20
whtdov,-22.193127,-63.94455,Leptotila verreauxi,Latin America,20
whtdov,-34.234167,-58.886111,Leptotila verreauxi,Latin America,20
whtdov,-32.8606,-60.6486,Leptotila verreauxi,Latin America,20
whtdov,-31.8667,-58.2097,Leptotila verreauxi,Latin America,20
whtdov,-30.1834,-57.4501,Leptotila verreauxi,Latin America,20
yeofly1,-26.519,-53.991,Tolmomyias sulphurescens,Latin America,28
yeofly1,-27.0969,-54.9631,Tolmomyias sulphurescens,Latin America,28
yeofly1,-20.2209,-56.5751,Tolmomyias sulphurescens,Latin America,28
yeofly1,-26.895,-59.0177,Tolmomyias sulphurescens,Latin America,28
yeofly1,-23.758,-64.851,Tolmomyias sulphurescens,Latin America,28
yeofly1,-23.758,-64.851,Tolmomyias sulphurescens,Latin America,28
yeofly1,-23.5334,-64.5501,Tolmomyias sulphurescens,Latin America,28
yeofly1,-23.758,-64.851,Tolmomyias sulphurescens,Latin America,28
yeofly1,-21.05,-56.563,Tolmomyias sulphurescens,Latin America,28
yeofly1,-25.716791,-54.414597,Tolmomyias sulphurescens,Latin America,28
yeofly1,-20.4697,-54.6201,Tolmomyias sulphurescens,Latin America,28
yeofly1,-26.519,-53.9887,Tolmomyias sulphurescens,Latin America,28
yeofly1,-26.519,-53.9887,Tolmomyias sulphurescens,Latin America,28
yeofly1,-24.242,-64.15,Tolmomyias sulphurescens,Latin America,28
yeofly1,-22.193127,-63.94455,Tolmomyias sulphurescens,Latin America,28
yeofly1,-22.193127,-63.94455,Tolmomyias sulphurescens,Latin America,28
yeofly1,-22.193127,-63.94455,Tolmomyias sulphurescens,Latin America,28
yeofly1,-22.193127,-63.94455,Tolmomyias sulphurescens,Latin America,28
yeofly1,-22.193127,-63.94455,Tolmomyias sulphurescens,Latin America,28
yeofly1,-26.519,-53.9887,Tolmomyias sulphurescens,Latin America,28
yeofly1,-25.0719,-58.141,Tolmomyias sulphurescens,Latin America,28
yeofly1,-28.0217,-59.5285,Tolmomyias sulphurescens,Latin America,28
yeofly1,-22.7115,-57.3789,Tolmomyias sulphurescens,Latin America,28
