primary_label,latitude,longitude,scientific_name,amount_of_samples
bugtan,-6.3167,-79.4501,Thraupis episcopus,104
bugtan,8.299,-70.0851,Thraupis episcopus,104
bugtan,10.4012,-66.978,Thraupis episcopus,104
bugtan,0.892,-78.0771,Thraupis episcopus,104
bugtan,6.1414,-75.6173,Thraupis episcopus,104
bugtan,-4.0025,-79.2,Thraupis episcopus,104
bugtan,-4.2577,-79.2181,Thraupis episcopus,104
bugtan,-5.7673,-67.7723,Thraupis episcopus,104
bugtan,-4.9004,-79.1111,Thraupis episcopus,104
bugtan,-0.0523,-78.7764,Thraupis episcopus,104
bugtan,-4.2824,-79.2253,Thraupis episcopus,104
bugtan,-4.0025,-79.2,Thraupis episcopus,104
bugtan,4.66481,-75.63287,Thraupis episcopus,104
bugtan,8.2167,-73.4001,Thraupis episcopus,104
bugtan,-4.936,-79.105,Thraupis episcopus,104
bugtan,5.145,-70.9575,Thraupis episcopus,104
bugtan,6.18,-73.42,Thraupis episcopus,104
bugtan,6.18,-73.42,Thraupis episcopus,104
bugtan,5.78,-72.2,Thraupis episcopus,104
bugtan,8.299,-70.0851,Thraupis episcopus,104
bugtan,-0.523,-76.438,Thraupis episcopus,104
bugtan,-2.54,-76.859,Thraupis episcopus,104
bugtan,-0.712,-77.741,Thraupis episcopus,104
bugtan,-0.472,-76.459,Thraupis episcopus,104
bugtan,-4.25,-79.217,Thraupis episcopus,104
bugtan,-0.589,-77.877,Thraupis episcopus,104
bugtan,-0.589,-77.877,Thraupis episcopus,104
bugtan,-0.589,-77.877,Thraupis episcopus,104
bugtan,0.883,-78.8,Thraupis episcopus,104
bugtan,0.883,-78.8,Thraupis episcopus,104
bugtan,0.883,-78.8,Thraupis episcopus,104
bugtan,0.883,-78.8,Thraupis episcopus,104
bugtan,4.727,-75.577,Thraupis episcopus,104
bugtan,-4.0025,-79.2,Thraupis episcopus,104
bugtan,-4.0364,-79.1931,Thraupis episcopus,104
bugtan,4.6168,-74.4782,Thraupis episcopus,104
bugtan,5.0791,-75.6852,Thraupis episcopus,104
bugtan,8.7566,-75.8851,Thraupis episcopus,104
bugtan,-1.5987,-47.5004,Thraupis episcopus,104
bugtan,4.4192,-75.2178,Thraupis episcopus,104
bugtan,6.8722,-73.367,Thraupis episcopus,104
bugtan,-4.5763,-79.1345,Thraupis episcopus,104
bugtan,7.8151,-75.5489,Thraupis episcopus,104
bugtan,-4.5763,-79.1345,Thraupis episcopus,104
bugtan,-12.0582,-77.0891,Thraupis episcopus,104
bugtan,-3.7538,-73.2448,Thraupis episcopus,104
bugtan,9.4966,-75.3509,Thraupis episcopus,104
bugtan,4.4216,-75.2387,Thraupis episcopus,104
bugtan,4.4804,-75.1069,Thraupis episcopus,104
bugtan,6.3932,-75.4916,Thraupis episcopus,104
bugtan,6.5574,-75.8579,Thraupis episcopus,104
bugtan,-4.2889,-70.2948,Thraupis episcopus,104
bugtan,-6.0263,-77.0647,Thraupis episcopus,104
bugtan,0.7398,-77.1051,Thraupis episcopus,104
bugtan,5.1567,-52.6698,Thraupis episcopus,104
bugtan,4.843,-75.8187,Thraupis episcopus,104
bugtan,-0.1657,-78.3612,Thraupis episcopus,104
bugtan,8.9378,-79.5528,Thraupis episcopus,104
bugtan,-9.3167,-76.0101,Thraupis episcopus,104
bugtan,-0.4383,-76.2791,Thraupis episcopus,104
bugtan,-0.4383,-76.2791,Thraupis episcopus,104
bugtan,-8.9828,-62.5856,Thraupis episcopus,104
bugtan,-6.7455,-46.9907,Thraupis episcopus,104
bugtan,-2.6034,-59.9435,Thraupis episcopus,104
bugtan,-4.2889,-70.2948,Thraupis episcopus,104
bugtan,4.5646,-74.9392,Thraupis episcopus,104
bugtan,-3.2927778,-70.1455556,Thraupis episcopus,104
bugtan,-3.2927778,-70.1455556,Thraupis episcopus,104
bugtan,7.4661111,-72.8494444,Thraupis episcopus,104
bugtan,-8.7512,-68.9938,Thraupis episcopus,104
bugtan,4.351,-74.652,Thraupis episcopus,104
bugtan,4.447,-75.1535,Thraupis episcopus,104
bugtan,3.3794,-76.5406,Thraupis episcopus,104
bugtan,1.4898,-75.6801,Thraupis episcopus,104
bugtan,4.351,-74.652,Thraupis episcopus,104
bugtan,-6.3014,-79.4623,Thraupis episcopus,104
bugtan,4.3307,-74.3726,Thraupis episcopus,104
bugtan,-9.4215,-70.4894,Thraupis episcopus,104
bugtan,-0.5004,-77.2853,Thraupis episcopus,104
bugtan,-13.0501,-71.5564,Thraupis episcopus,104
bugtan,8.967,-68.078,Thraupis episcopus,104
bugtan,-12.866,-71.367,Thraupis episcopus,104
bugtan,-4.0659,-78.9506,Thraupis episcopus,104
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,4.7455,-74.5339,Myiothlypis fulvicauda,137
burwar1,0.8501,-78.7667,Myiothlypis fulvicauda,137
burwar1,0.7539,-78.9209,Myiothlypis fulvicauda,137
burwar1,5.7289,-76.2439,Myiothlypis fulvicauda,137
burwar1,0.8501,-78.7667,Myiothlypis fulvicauda,137
burwar1,-12.7945,-71.3979,Myiothlypis fulvicauda,137
burwar1,3.8776,-76.4341,Myiothlypis fulvicauda,137
burwar1,4.6197,-75.851,Myiothlypis fulvicauda,137
burwar1,4.5538,-75.6604,Myiothlypis fulvicauda,137
burwar1,8.939,-78.465,Myiothlypis fulvicauda,137
burwar1,0.1228,-78.9942,Myiothlypis fulvicauda,137
burwar1,-3.2492,-72.9092,Myiothlypis fulvicauda,137
burwar1,5.8726,-77.2936,Myiothlypis fulvicauda,137
burwar1,0.1228,-78.9942,Myiothlypis fulvicauda,137
burwar1,-4.2094,-78.6397,Myiothlypis fulvicauda,137
burwar1,-4.2094,-78.6397,Myiothlypis fulvicauda,137
burwar1,0.1228,-78.9942,Myiothlypis fulvicauda,137
burwar1,0.1228,-78.9942,Myiothlypis fulvicauda,137
burwar1,1.3001,-78.0834,Myiothlypis fulvicauda,137
burwar1,1.3001,-78.0834,Myiothlypis fulvicauda,137
burwar1,-0.641,-76.461,Myiothlypis fulvicauda,137
burwar1,-0.641,-76.461,Myiothlypis fulvicauda,137
burwar1,-0.641,-76.461,Myiothlypis fulvicauda,137
burwar1,-4.108,-78.964,Myiothlypis fulvicauda,137
burwar1,1.021,-78.608,Myiothlypis fulvicauda,137
burwar1,0.217,-78.89,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,5.8334,-74.8667,Myiothlypis fulvicauda,137
burwar1,-0.638,-76.149,Myiothlypis fulvicauda,137
burwar1,-0.638,-76.149,Myiothlypis fulvicauda,137
burwar1,-0.638,-76.149,Myiothlypis fulvicauda,137
burwar1,-0.638,-76.149,Myiothlypis fulvicauda,137
burwar1,0.883,-78.8,Myiothlypis fulvicauda,137
burwar1,0.883,-78.8,Myiothlypis fulvicauda,137
burwar1,0.883,-78.8,Myiothlypis fulvicauda,137
burwar1,0.883,-78.8,Myiothlypis fulvicauda,137
burwar1,-0.6,-77.3,Myiothlypis fulvicauda,137
burwar1,0.883,-78.8,Myiothlypis fulvicauda,137
burwar1,0.8,-78.933,Myiothlypis fulvicauda,137
burwar1,0.892,-78.533,Myiothlypis fulvicauda,137
burwar1,0.346,-79.709,Myiothlypis fulvicauda,137
burwar1,-3.649,-79.749,Myiothlypis fulvicauda,137
burwar1,-3.649,-79.749,Myiothlypis fulvicauda,137
burwar1,5.3169,-74.5247,Myiothlypis fulvicauda,137
burwar1,-14.167,-67.917,Myiothlypis fulvicauda,137
burwar1,5.0791,-75.6852,Myiothlypis fulvicauda,137
burwar1,5.0791,-75.6852,Myiothlypis fulvicauda,137
burwar1,5.2431,-76.0964,Myiothlypis fulvicauda,137
burwar1,5.0791,-75.6852,Myiothlypis fulvicauda,137
burwar1,5.0791,-75.6852,Myiothlypis fulvicauda,137
burwar1,5.0791,-75.6852,Myiothlypis fulvicauda,137
burwar1,-10.79,-69.6054,Myiothlypis fulvicauda,137
burwar1,5.6182,-77.4286,Myiothlypis fulvicauda,137
burwar1,0.217,-78.89,Myiothlypis fulvicauda,137
burwar1,0.217,-78.89,Myiothlypis fulvicauda,137
burwar1,-10.79,-69.6054,Myiothlypis fulvicauda,137
burwar1,5.0791,-75.6852,Myiothlypis fulvicauda,137
burwar1,0.0287,-78.8628,Myiothlypis fulvicauda,137
burwar1,5.3133,-74.9157,Myiothlypis fulvicauda,137
burwar1,4.351,-74.652,Myiothlypis fulvicauda,137
burwar1,8.939,-78.465,Myiothlypis fulvicauda,137
burwar1,8.939,-78.465,Myiothlypis fulvicauda,137
burwar1,8.939,-78.465,Myiothlypis fulvicauda,137
burwar1,4.379,-75.1349,Myiothlypis fulvicauda,137
burwar1,3.5284,-76.7425,Myiothlypis fulvicauda,137
burwar1,0.1431,-79.1334,Myiothlypis fulvicauda,137
burwar1,8.9426,-78.4455,Myiothlypis fulvicauda,137
burwar1,8.9426,-78.4455,Myiothlypis fulvicauda,137
burwar1,-3.4015,-64.9009,Myiothlypis fulvicauda,137
burwar1,4.351,-74.652,Myiothlypis fulvicauda,137
burwar1,7.1242,-73.3698,Myiothlypis fulvicauda,137
burwar1,5.1134,-74.5761,Myiothlypis fulvicauda,137
burwar1,5.1109,-74.5783,Myiothlypis fulvicauda,137
burwar1,5.1134,-74.5761,Myiothlypis fulvicauda,137
burwar1,5.1134,-74.5761,Myiothlypis fulvicauda,137
burwar1,5.1134,-74.5761,Myiothlypis fulvicauda,137
burwar1,6.9862,-75.1251,Myiothlypis fulvicauda,137
burwar1,6.9197,-75.1698,Myiothlypis fulvicauda,137
burwar1,4.371,-75.2307,Myiothlypis fulvicauda,137
burwar1,5.8959,-74.8589,Myiothlypis fulvicauda,137
burwar1,-9.9963,-68.2054,Myiothlypis fulvicauda,137
burwar1,-4.2889,-70.2948,Myiothlypis fulvicauda,137
burwar1,4.7902,-75.6891,Myiothlypis fulvicauda,137
burwar1,5.0647,-75.5924,Myiothlypis fulvicauda,137
burwar1,4.7175,-75.6242,Myiothlypis fulvicauda,137
burwar1,4.7175,-75.6242,Myiothlypis fulvicauda,137
burwar1,3.5845,-76.8874,Myiothlypis fulvicauda,137
burwar1,4.843,-75.8187,Myiothlypis fulvicauda,137
burwar1,9.3223,-78.9959,Myiothlypis fulvicauda,137
burwar1,3.5845,-76.8874,Myiothlypis fulvicauda,137
burwar1,3.5845,-76.8874,Myiothlypis fulvicauda,137
burwar1,-12.889,-71.399,Myiothlypis fulvicauda,137
burwar1,-9.356,-69.905,Myiothlypis fulvicauda,137
burwar1,5.8941,-74.8583,Myiothlypis fulvicauda,137
burwar1,7.7858,-77.6713,Myiothlypis fulvicauda,137
burwar1,0.2702778,-72.9227778,Myiothlypis fulvicauda,137
burwar1,0.2702778,-72.9227778,Myiothlypis fulvicauda,137
burwar1,0.2702778,-72.9227778,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,1.3486111,-76.1030556,Myiothlypis fulvicauda,137
burwar1,5.2461111,-75.6852778,Myiothlypis fulvicauda,137
burwar1,5.2461111,-75.6852778,Myiothlypis fulvicauda,137
burwar1,5.2461111,-75.6852778,Myiothlypis fulvicauda,137
burwar1,4.351,-74.652,Myiothlypis fulvicauda,137
burwar1,3.3794,-76.5406,Myiothlypis fulvicauda,137
burwar1,5.1151,-75.9364,Myiothlypis fulvicauda,137
burwar1,-9.75091,-67.6722,Myiothlypis fulvicauda,137
burwar1,-11.5833,-72.95,Myiothlypis fulvicauda,137
burwar1,-4.2889,-70.2948,Myiothlypis fulvicauda,137
burwar1,-3.6539,-79.7681,Myiothlypis fulvicauda,137
burwar1,-11.8667,-71.3667,Myiothlypis fulvicauda,137
burwar1,-11.8667,-71.3667,Myiothlypis fulvicauda,137
burwar1,-11.8667,-71.3667,Myiothlypis fulvicauda,137
burwar1,0.242,-78.992,Myiothlypis fulvicauda,137
burwar1,-10.53336111,-65.60780556,Myiothlypis fulvicauda,137
burwar1,0.892,-78.533,Myiothlypis fulvicauda,137
butsal1,-4.9548,-78.9792,Saltator maximus,158
butsal1,-4.9348,-78.9756,Saltator maximus,158
butsal1,-0.0523,-78.7764,Saltator maximus,158
butsal1,-0.0523,-78.7764,Saltator maximus,158
butsal1,-10.2095,-48.252,Saltator maximus,158
butsal1,-6.1924,-50.202,Saltator maximus,158
butsal1,-4.1001,-78.9646,Saltator maximus,158
butsal1,0.472,-79.2139,Saltator maximus,158
butsal1,-3.6668,-45.8465,Saltator maximus,158
butsal1,-4.1001,-78.9646,Saltator maximus,158
butsal1,-12.7945,-71.3979,Saltator maximus,158
butsal1,0.1228,-78.9942,Saltator maximus,158
butsal1,-12.6119,-69.1952,Saltator maximus,158
butsal1,4.1809,-72.9136,Saltator maximus,158
butsal1,0.0839,-78.6579,Saltator maximus,158
butsal1,4.1809,-72.9136,Saltator maximus,158
butsal1,-19.934,-40.5962,Saltator maximus,158
butsal1,-22.4508,-42.7735,Saltator maximus,158
butsal1,-22.4508,-42.7735,Saltator maximus,158
butsal1,-18.9439,-46.9925,Saltator maximus,158
butsal1,-15.4173,-38.9971,Saltator maximus,158
butsal1,-11.1258,-69.5696,Saltator maximus,158
butsal1,-11.1258,-69.5696,Saltator maximus,158
butsal1,-12.0478,-69.6759,Saltator maximus,158
butsal1,-16.2352,-51.2556,Saltator maximus,158
butsal1,-19.2204,-42.4832,Saltator maximus,158
butsal1,-19.2204,-42.4832,Saltator maximus,158
butsal1,-14.8264,-56.4241,Saltator maximus,158
butsal1,-5.675,-77.686,Saltator maximus,158
butsal1,-6.4515,-76.2909,Saltator maximus,158
butsal1,-6.4515,-76.2909,Saltator maximus,158
butsal1,-6.7394,-76.2311,Saltator maximus,158
butsal1,-18.3997,-47.1852,Saltator maximus,158
butsal1,-14.6112,-61.1928,Saltator maximus,158
butsal1,-19.2667,-57.0167,Saltator maximus,158
butsal1,-4.1146,-78.9648,Saltator maximus,158
butsal1,-4.1146,-78.9648,Saltator maximus,158
butsal1,-6.2076,-49.9741,Saltator maximus,158
butsal1,-5.0501,-42.5501,Saltator maximus,158
butsal1,-7.7167,-63.0834,Saltator maximus,158
butsal1,-9.8781,-56.0981,Saltator maximus,158
butsal1,0.6834,-51.4834,Saltator maximus,158
butsal1,-19.8834,-40.5834,Saltator maximus,158
butsal1,-9.3828,-72.7106,Saltator maximus,158
butsal1,0.8926,-52.056,Saltator maximus,158
butsal1,-4.2889,-70.2948,Saltator maximus,158
butsal1,-15.9903,-62.1334,Saltator maximus,158
butsal1,-10.9334,-65.9667,Saltator maximus,158
butsal1,-3.654,-79.753,Saltator maximus,158
butsal1,1.021,-78.608,Saltator maximus,158
butsal1,1.021,-78.608,Saltator maximus,158
butsal1,1.154,-78.851,Saltator maximus,158
butsal1,-4.037,-79.93,Saltator maximus,158
butsal1,-4.037,-79.93,Saltator maximus,158
butsal1,-0.641,-76.461,Saltator maximus,158
butsal1,-0.32,-79.018,Saltator maximus,158
butsal1,5.79,-72.21,Saltator maximus,158
butsal1,6.33,-71.77,Saltator maximus,158
butsal1,6.33,-71.77,Saltator maximus,158
butsal1,6.28,-71.7,Saltator maximus,158
butsal1,-3.654,-79.753,Saltator maximus,158
butsal1,-4.267,-78.683,Saltator maximus,158
butsal1,0.217,-78.89,Saltator maximus,158
butsal1,-17.1028,-64.7792,Saltator maximus,158
butsal1,-0.523,-76.438,Saltator maximus,158
butsal1,-0.472,-76.459,Saltator maximus,158
butsal1,-0.498,-76.373,Saltator maximus,158
butsal1,-0.472,-76.459,Saltator maximus,158
butsal1,-0.498,-76.373,Saltator maximus,158
butsal1,0.883,-78.8,Saltator maximus,158
butsal1,0.883,-78.8,Saltator maximus,158
butsal1,0.883,-78.8,Saltator maximus,158
butsal1,-0.641,-76.461,Saltator maximus,158
butsal1,0.75,-78.917,Saltator maximus,158
butsal1,-0.32,-79.018,Saltator maximus,158
butsal1,-22.4508,-42.7735,Saltator maximus,158
butsal1,-9.2419,-35.7699,Saltator maximus,158
butsal1,1.4787,-62.2446,Saltator maximus,158
butsal1,-9.0106,-72.722,Saltator maximus,158
butsal1,-8.9826,-72.7148,Saltator maximus,158
butsal1,-19.1167,-39.9501,Saltator maximus,158
butsal1,-16.2891,-39.335,Saltator maximus,158
butsal1,-16.4525,-39.2554,Saltator maximus,158
butsal1,-16.3592,-39.1381,Saltator maximus,158
butsal1,-16.4525,-39.2554,Saltator maximus,158
butsal1,-22.5939,-43.4347,Saltator maximus,158
butsal1,-16.3198,-50.9076,Saltator maximus,158
butsal1,-5.2036,-48.371,Saltator maximus,158
butsal1,9.1121,-79.6882,Saltator maximus,158
butsal1,1.5114,-75.7413,Saltator maximus,158
butsal1,9.1332,-79.7195,Saltator maximus,158
butsal1,-17.324,-56.8045,Saltator maximus,158
butsal1,-17.324,-56.8045,Saltator maximus,158
butsal1,8.8085,-70.5049,Saltator maximus,158
butsal1,8.8085,-70.5049,Saltator maximus,158
butsal1,-18.9113,-48.2622,Saltator maximus,158
butsal1,0.1872,-78.9105,Saltator maximus,158
butsal1,8.8085,-70.5049,Saltator maximus,158
butsal1,-0.0436,-78.7767,Saltator maximus,158
butsal1,-22.4508,-42.7735,Saltator maximus,158
butsal1,-15.6421,-57.1899,Saltator maximus,158
butsal1,-0.0546,-78.7758,Saltator maximus,158
butsal1,5.1567,-52.6698,Saltator maximus,158
butsal1,9.05,-79.6342,Saltator maximus,158
butsal1,-16.2891,-39.335,Saltator maximus,158
butsal1,-14.625,-49.0051,Saltator maximus,158
butsal1,-16.4314,-49.1459,Saltator maximus,158
butsal1,-17.7683,-48.6627,Saltator maximus,158
butsal1,-16.5631,-49.285,Saltator maximus,158
butsal1,4.4216,-75.2387,Saltator maximus,158
butsal1,-15.8456,-48.9582,Saltator maximus,158
butsal1,-16.631,-48.6674,Saltator maximus,158
butsal1,-11.5833,-72.95,Saltator maximus,158
butsal1,-10.7755,-75.2862,Saltator maximus,158
butsal1,-6.0934,-50.2276,Saltator maximus,158
butsal1,-16.5631,-49.285,Saltator maximus,158
butsal1,-22.9302,-43.0879,Saltator maximus,158
butsal1,-6.3761,-47.1085,Saltator maximus,158
butsal1,0.0736,-78.7685,Saltator maximus,158
butsal1,-5.9718,-50.7132,Saltator maximus,158
butsal1,-9.2395,-35.8389,Saltator maximus,158
butsal1,-16.3458,-39.1395,Saltator maximus,158
butsal1,-9.2114,-35.8771,Saltator maximus,158
butsal1,-15.4356,-55.7917,Saltator maximus,158
butsal1,-22.8788,-42.9365,Saltator maximus,158
butsal1,1.4898,-75.6801,Saltator maximus,158
butsal1,-8.312315,-63.931911,Saltator maximus,158
butsal1,4.351,-74.652,Saltator maximus,158
butsal1,4.351,-74.652,Saltator maximus,158
butsal1,-15.3915,-39.5643,Saltator maximus,158
butsal1,0.0797,-78.6838,Saltator maximus,158
butsal1,0.0797,-78.6838,Saltator maximus,158
butsal1,0.0797,-78.6838,Saltator maximus,158
butsal1,-9.1992,-35.8871,Saltator maximus,158
butsal1,-9.1992,-35.8871,Saltator maximus,158
butsal1,-11.5833,-72.95,Saltator maximus,158
butsal1,0.7145,-77.0506,Saltator maximus,158
butsal1,1.5114,-75.7413,Saltator maximus,158
butsal1,-12.8384,-69.2945,Saltator maximus,158
butsal1,-12.8384,-69.2945,Saltator maximus,158
butsal1,-22.9434,-43.0763,Saltator maximus,158
butsal1,-16.6003,-49.2802,Saltator maximus,158
butsal1,0.6513,-77.0739,Saltator maximus,158
butsal1,-14.625,-49.0051,Saltator maximus,158
butsal1,-9.2144,-35.8726,Saltator maximus,158
butsal1,-14.4791,-39.0933,Saltator maximus,158
butsal1,-11.8667,-71.3667,Saltator maximus,158
butsal1,-11.8667,-71.3667,Saltator maximus,158
butsal1,-11.8667,-71.3667,Saltator maximus,158
butsal1,-12.6601,-71.2398,Saltator maximus,158
butsal1,-22.5001,-42.7167,Saltator maximus,158
butsal1,0.0742,-78.9817,Saltator maximus,158
butsal1,-19.5001,-41.167,Saltator maximus,158
butsal1,-23.012,-44.5351,Saltator maximus,158
butsal1,-19.1456,-40.0645,Saltator maximus,158
butsal1,-15.3851,-39.5709,Saltator maximus,158
butsal1,-11.3834,-37.4001,Saltator maximus,158
butsal1,-9.3001,-35.9334,Saltator maximus,158
buwtea,6.2138,-75.2219,Spatula discors,6
buwtea,6.2138,-75.2219,Spatula discors,6
buwtea,9.9813,-69.5325,Spatula discors,6
buwtea,4.6834,-74.3834,Spatula discors,6
buwtea,4.9488,-73.9577,Spatula discors,6
buwtea,4.9488,-73.9577,Spatula discors,6
calqua,-38.5239,-70.364,Callipepla californica,3
calqua,-22.9022,-68.2056,Callipepla californica,3
calqua,-22.9713,-68.2413,Callipepla californica,3
canwar,4.6717,-75.6283,Cardellina canadensis,23
canwar,4.6717,-75.6283,Cardellina canadensis,23
canwar,0.01,-78.6776,Cardellina canadensis,23
canwar,0.01,-78.6776,Cardellina canadensis,23
canwar,4.6922,-75.63087,Cardellina canadensis,23
canwar,-0.693,-77.605,Cardellina canadensis,23
canwar,-0.655,-77.784,Cardellina canadensis,23
canwar,-4.108,-78.964,Cardellina canadensis,23
canwar,-0.712,-77.741,Cardellina canadensis,23
canwar,-0.833,-77.567,Cardellina canadensis,23
canwar,-0.833,-77.567,Cardellina canadensis,23
canwar,-0.833,-77.567,Cardellina canadensis,23
canwar,-0.463,-77.89,Cardellina canadensis,23
canwar,-4.3,-78.683,Cardellina canadensis,23
canwar,-0.589,-77.877,Cardellina canadensis,23
canwar,-0.589,-77.877,Cardellina canadensis,23
canwar,-0.589,-77.877,Cardellina canadensis,23
canwar,-0.114,-77.442,Cardellina canadensis,23
canwar,-0.623,-77.6028,Cardellina canadensis,23
canwar,6.2071,-75.6331,Cardellina canadensis,23
canwar,3.5593,-76.5635,Cardellina canadensis,23
canwar,4.771,-75.6226,Cardellina canadensis,23
canwar,4.9857,-75.5436,Cardellina canadensis,23
categr,-27.0068,-50.0212,Bubulcus ibis,12
categr,-22.4508,-42.7735,Bubulcus ibis,12
categr,4.716667,-74.15,Bubulcus ibis,12
categr,-29.4391,-51.5082,Bubulcus ibis,12
categr,5.7796,-73.4464,Bubulcus ibis,12
categr,8.299,-70.0851,Bubulcus ibis,12
categr,7.3682,-69.4407,Bubulcus ibis,12
categr,7.3682,-69.4407,Bubulcus ibis,12
categr,-3.417,-79.95,Bubulcus ibis,12
categr,-22.4508,-42.7735,Bubulcus ibis,12
categr,-22.4508,-42.7735,Bubulcus ibis,12
categr,-16.6003,-49.2802,Bubulcus ibis,12
ccbfin,5.4834,-75.9001,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,4.6548,-75.4666,Arremon brunneinucha,140
ccbfin,4.6717,-75.6283,Arremon brunneinucha,140
ccbfin,7.055,-75.4482,Arremon brunneinucha,140
ccbfin,4.7417,-76.2962,Arremon brunneinucha,140
ccbfin,4.727,-75.577,Arremon brunneinucha,140
ccbfin,1.1557,-77.9799,Arremon brunneinucha,140
ccbfin,-7.3688,-76.2952,Arremon brunneinucha,140
ccbfin,-0.081,-78.7679,Arremon brunneinucha,140
ccbfin,-0.081,-78.7679,Arremon brunneinucha,140
ccbfin,-0.081,-78.7679,Arremon brunneinucha,140
ccbfin,-0.081,-78.7679,Arremon brunneinucha,140
ccbfin,-0.081,-78.7679,Arremon brunneinucha,140
ccbfin,1.3001,-78.0834,Arremon brunneinucha,140
ccbfin,1.3001,-78.0834,Arremon brunneinucha,140
ccbfin,0.0736,-78.7685,Arremon brunneinucha,140
ccbfin,-6.3876,-79.1167,Arremon brunneinucha,140
ccbfin,4.704,-75.6491,Arremon brunneinucha,140
ccbfin,4.66481,-75.63287,Arremon brunneinucha,140
ccbfin,1.3001,-78.0834,Arremon brunneinucha,140
ccbfin,6.8492,-73.3642,Arremon brunneinucha,140
ccbfin,-2.853,-79.384,Arremon brunneinucha,140
ccbfin,-2.432,-78.049,Arremon brunneinucha,140
ccbfin,-2.432,-78.049,Arremon brunneinucha,140
ccbfin,-0.628,-77.815,Arremon brunneinucha,140
ccbfin,-0.712,-77.741,Arremon brunneinucha,140
ccbfin,-0.017,-78.685,Arremon brunneinucha,140
ccbfin,-0.017,-78.685,Arremon brunneinucha,140
ccbfin,-0.712,-77.741,Arremon brunneinucha,140
ccbfin,4.70138,-75.64108,Arremon brunneinucha,140
ccbfin,4.66481,-75.63287,Arremon brunneinucha,140
ccbfin,6.18,-73.42,Arremon brunneinucha,140
ccbfin,6.18,-73.42,Arremon brunneinucha,140
ccbfin,6.18,-73.42,Arremon brunneinucha,140
ccbfin,6.18,-73.42,Arremon brunneinucha,140
ccbfin,6.18,-73.42,Arremon brunneinucha,140
ccbfin,5.2537,-72.8784,Arremon brunneinucha,140
ccbfin,5.333,-72.7747,Arremon brunneinucha,140
ccbfin,-0.017,-78.685,Arremon brunneinucha,140
ccbfin,-0.017,-78.685,Arremon brunneinucha,140
ccbfin,-0.712,-77.741,Arremon brunneinucha,140
ccbfin,8.609,-71.0563,Arremon brunneinucha,140
ccbfin,-0.589,-77.877,Arremon brunneinucha,140
ccbfin,-0.051,-78.778,Arremon brunneinucha,140
ccbfin,-0.589,-77.877,Arremon brunneinucha,140
ccbfin,1.021,-78.608,Arremon brunneinucha,140
ccbfin,0.833,-78.533,Arremon brunneinucha,140
ccbfin,0.783,-78.533,Arremon brunneinucha,140
ccbfin,0.783,-78.533,Arremon brunneinucha,140
ccbfin,0.783,-78.533,Arremon brunneinucha,140
ccbfin,0.833,-78.533,Arremon brunneinucha,140
